studentID,firstName,lastName,email,section
26-86843,Flenn,Douglas,flenn.douglas@example.com,3h
05-35086,Thomas,Mccoy,thomas.mccoy@example.com,3h
84-40426,Guy,Lynch,guy.lynch@example.com,3h
41-45245,Gilbert,Gomez,gilbert.gomez@example.com,3h
08-42046,Aubree,Tucker,aubree.tucker@example.com,3h
60-58028,Jeffrey,Carroll,jeffrey.carroll@example.com,3h
78-63618,Lauren,Stone,lauren.stone@example.com,3h
12-86812,Ashley,Reid,ashley.reid@example.com,3h
31-57023,Marsha,Hunt,marsha.hunt@example.com,3h
03-22857,Nellie,Diaz,nellie.diaz@example.com,3h
05-40841,Audrey,Obrien,audrey.obrien@example.com,3h
64-64701,Riley,Berry,riley.berry@example.com,3h
36-53887,Cathy,Grant,cathy.grant@example.com,3h
73-53461,Debra,Peters,debra.peters@example.com,3h
65-12542,Dustin,Burke,dustin.burke@example.com,3h
03-18144,Franklin,Mitchelle,franklin.mitchelle@example.com,3h
36-18661,Tracy,Simmmons,tracy.simmmons@example.com,3h
26-14563,Roger,Fuller,roger.fuller@example.com,3h
82-36823,Susan,Harrison,susan.harrison@example.com,3h
80-36343,Billy,Holt,billy.holt@example.com,3h
04-44324,Jacob,Weaver,jacob.weaver@example.com,3h
00-21731,Ruben,Reynolds,ruben.reynolds@example.com,3h
28-78861,Charlene,Caldwell,charlene.caldwell@example.com,3h
04-81756,Clifton,Arnold,clifton.arnold@example.com,3h
01-55152,Marilyn,Miles,marilyn.miles@example.com,3h
